"sigma_env2/r","mu","sigma_int2","r","beta1","e_sigma_env2/r","e_mu","e_sigma_int2","e_r","e_beta1","MWSS"
0.868099991221539,-0.795021878607212,0,3269.02231850989,-0.0011110071226984,0.213117219515013,0.277938679354033,0,113.107666492643,0.000132864195441015,1.03643596445272
0.836048151267546,-1.25717955499267,0,2739.96189703779,-0.00108171980090406,0.197641246990241,0.28026663436197,0,94.0274568377105,0.00012143109680898,1.02437944987791
0.865366156690129,-2.54279640895338,1.00257340920866,4535.83893498519,-0.000966066676450184,0.145129975524193,0.593016710334546,3.19001193020694,116.24537589448,0.000149141401150702,1.08620985084579
0.845776622261286,-2.80819911041457,0.742734402620141,3784.90605383049,-0.000993566731203747,0.138459397719227,0.544623274088191,2.42043278584711,96.3441477202556,0.000134992539251493,1.09077588103116
0.860312942134227,-3.45446937398495,0.216763115596635,4367.05612132918,-0.00106939921110304,0.11259185729975,0.593123895093518,1.38190550142308,98.0449059848475,0.000144143427425116,1.09247663387579
0.892946988604409,-3.54373541045952,0.0752728251356525,5335.97803864175,-0.00113066989927905,0.100402970557619,0.631403728276704,0.779465051455187,98.2567534335496,0.000152373580496403,1.07665614735316
0.881302266613843,-4.14509203755341,0.140166947463243,5026.53185561586,-0.00115609542078564,0.0988930738186961,0.658896496500024,1.19340743823374,91.4271829427842,0.000144944193939346,1.08349433724345
0.874168983971785,-4.46358492367485,0.0856425895741561,4696.64049619205,-0.00119094587732385,0.0951751803061589,0.630860211173658,0.931263551626822,83.0681039966566,0.000139987915849016,1.09493535287679
0.876958882668299,-4.45855284491368,0.0136035946997926,4519.75184973912,-0.00122494312771762,0.0879176248621785,0.642743339701784,0.278006177312421,78.7680845021326,0.000142383537693176,1.09305742537043
0.885490711294367,-5.45298696208552,0.0223594153823456,5416.16566830473,-0.00116189464422436,0.0802158275333679,0.725796789795239,0.303686620970393,84.0358728832507,0.000149057273419413,1.09623157886973
0.896325505912333,-6.15006646290475,0.0104636500949116,6267.11698001151,-0.00115667936060274,0.0776028030655272,0.772677575648652,0.194797063634626,85.3611597972789,0.000139951480396501,1.09265968431786
0.892614934885566,-6.08303011851277,0.0826576831140063,5705.3497499036,-0.00118888928376443,0.0720522090391495,0.71652074360805,1.14252540953116,75.3436752259884,0.000142411436441844,1.09194806910437
0.880137776942036,-6.8268496837203,0.0658886533516172,5398.9650238271,-0.00122847337087323,0.0724188424111155,0.717218739276086,1.33628201473165,69.3969292821703,0.00014300718499377,1.0907700935857
0.890030042097176,-6.53136092758084,0.0554703000909465,5378.10577403203,-0.00126924397375026,0.0656066200756136,0.696960771498997,0.84561736573187,67.8228672050435,0.000141534017974757,1.09346813488877
0.909502786316174,-5.16537318272457,0.0354433967135236,5167.64401863634,-0.00135240709735587,0.0645737314392801,0.657620097453356,0.523078501631188,59.4382179308271,0.000163292497102218,1.09185923836208
0.911097239584977,-5.54401221875965,0,5328.21842612815,-0.00135726069957091,0.0644458377684337,0.655719350402744,0,57.6488949916246,0.000171021377427356,1.08457016777901
0.916636716244554,-5.57455440439257,0,5473.44849323186,-0.0013628134177515,0.0614314642462217,0.679757573601562,0,57.0791422150678,0.000166816400779407,1.07969537107402
0.91668817023019,-5.64271992991238,0,5324.14712069789,-0.00136694222971954,0.0622729092542357,0.670637068242816,0,54.8164287210823,0.000159345983265218,1.08566699400956
0.920152966693716,-5.69456757808907,0.000424882047948551,5384.90737988807,-0.00140045398116698,0.0604289131587457,0.698142785980785,0.0134359500843429,54.2777926120743,0.000166341517283583,1.08257125768254
0.927399893267083,-5.2524278626814,0,5337.20766700978,-0.00143579923198273,0.0550310274812198,0.691739498231375,0,54.3762686760127,0.000163616395060722,1.08611089649395
0.925826251392239,-5.7062281101481,0,5388.15958159244,-0.00143345085668553,0.0565010972417454,0.706599311248178,0,50.8771843117459,0.00016090319600314,1.0833448937924
0.930245174670794,-5.67224024931195,0.00414456213363289,5496.43389208026,-0.00146841232979968,0.0530770997893649,0.749903809988765,0.0777549417420549,54.0852928245783,0.000164038153159955,1.07867723365516
0.937804952642653,-4.5699070244816,0.336158077071327,4982.44723741188,-0.00160939459001028,0.0544899540787395,0.63189488267068,1.80924652562531,43.1792709376778,0.000194387125589693,1.07147709381338
0.939955956944798,-4.45163897852552,0.144798375611242,4916.84778666111,-0.00163084018574932,0.0542833557543128,0.66417973921811,0.918487332041695,44.2364454808416,0.000190635400779748,1.07623577366988
0.937782732076636,-5.01804287689471,0.435728044371209,5049.68216504602,-0.00162443548241834,0.0543403246800365,0.698594002439659,2.41269528682451,41.2197831220534,0.000189926119409172,1.0773888498001
0.938671457940224,-4.90719422602913,0.356290856298718,4891.07005702723,-0.00166628917666747,0.0525384819139272,0.705813504185681,2.04519703098399,41.9233494680272,0.000195682939863768,1.07500970246629
0.938373617047347,-4.91568480717437,0.274335028222878,4725.77015705091,-0.00167232776007099,0.0536638207359999,0.652874067458125,1.59398156504424,39.2719522925894,0.000193259093831114,1.07217326709368
0.94066841196499,-4.95466964701941,0.219209317473301,4765.39459528811,-0.00169779551859186,0.0519245274391652,0.69870596726888,1.426192876967,40.117454048091,0.000201007132210432,1.06654482238812
0.939644234004689,-5.21845414974925,0.0832044099170604,4784.46801629557,-0.00168668382777216,0.0508607373566683,0.710668187008885,0.867159568424653,39.1490788764415,0.000193227985559,1.06356049475816
0.93884646366601,-5.59536945851051,0.120078587714813,4859.19775820961,-0.00167739968600748,0.051455080968832,0.714109906406611,1.03145978792001,38.089815428261,0.000192876884610938,1.06421441062613
0.940866287331081,-5.42818241316101,0.0530461414639412,4762.96302284394,-0.00169739617403517,0.0497038775762748,0.691441980941987,0.715425133086539,35.6602415517121,0.000194541001480709,1.06541883687703
0.939990850754206,-5.60242727706714,0.106656956084374,4697.3726379432,-0.00169519166465531,0.0494362514810567,0.721164219357716,1.16505776160228,36.8603170765993,0.000199291453587042,1.0654632077686
0.939067778886543,-6.0650629526904,0.0284747116312627,4824.40391442568,-0.00168377279474561,0.047919611612977,0.743964595110628,0.317826209807072,36.6192883423042,0.000187405367874197,1.06816667261824
0.940796405197599,-6.18649740447186,0.0948574420522048,4908.58644644077,-0.00168685745003902,0.0477665499019888,0.756493261134499,0.984758096998024,36.8557612417341,0.000194027734589152,1.06287982709369
0.940178195414738,-6.28105173210896,0.0348001001375377,4785.12219651038,-0.00169239902397036,0.0491829913926427,0.737858712274213,0.483842965263625,34.0005258493893,0.000190356408495481,1.06267399597494
0.942954386587215,-6.13505624735949,0.17989853283044,4816.83550830935,-0.00170661849139927,0.0487958967180442,0.759353228616668,1.36552143538574,34.4348560965922,0.000190366935908925,1.06226834279155
0.943126556394425,-6.23909508580348,0.223927105726134,4773.3642905472,-0.00170585671968227,0.0484097417966125,0.765249234349568,1.71885638143966,33.9481955029499,0.00018880911622269,1.06241659129567
0.946241606258164,-5.92140352684036,0.352867157287073,4732.44366644844,-0.0017331323435522,0.0480841627927819,0.763380822543143,2.10675693818975,34.1036450881947,0.000186693017714633,1.05822016431756
0.949233893986,-5.75404978821307,0.305285929119926,4764.54254616981,-0.00173410256579675,0.0469397640229203,0.775034702565428,1.76479044960825,33.3381749851631,0.000186059153578555,1.05782360526087
0.947964627645931,-6.10501018933422,0.215493840592362,4775.74070365606,-0.00174770950847452,0.0461031795310237,0.8049813819645,1.43062358013095,33.3008540530871,0.000198426974456715,1.05479772999991
0.951485080696515,-5.74036195688718,0.59656165896645,4755.65621194076,-0.00177955297502557,0.0442429397796883,0.784107073193138,2.74893019130713,31.3652560403501,0.000188900318346752,1.05522658559672
0.950212168326207,-6.06981601075831,0.407757169423613,4766.53633680786,-0.00176733631557273,0.0455621044401164,0.800502882797842,1.92495211720591,30.4679019832429,0.000198390458251416,1.05654363156613
0.951948074772955,-6.01392584495478,0.409547445887177,4780.50127510935,-0.00177284488008206,0.0418990252044579,0.800011520980855,2.14157843920324,30.5386185425679,0.000192722529759005,1.05866326377979
0.953338284212663,-6.15189414668556,0.242269421504378,4922.58565825542,-0.00176148343604508,0.0430188881987244,0.800911358106607,1.58481270979738,29.4724688853713,0.000192030399461346,1.05796481755249
0.953240806494459,-6.30204882788712,0.219945401625418,4907.57171253242,-0.00175540912485896,0.0431415150682695,0.812452525823468,1.53950392108845,30.3501202125476,0.000196546851061374,1.05742452715377
0.95220238770465,-6.41367084386407,0.803842311579722,4771.91657102359,-0.00178468943672418,0.0428082126067974,0.852769130206777,3.14220817122935,29.6962969882712,0.000196304452216106,1.05672508912172
0.953042168143821,-6.47735712292609,1.3046047782129,4815.5814084026,-0.00177141103348126,0.041995508066765,0.852399558258202,4.06768904006466,29.5491362107537,0.000192487334243923,1.05656579215871
0.951697954591279,-6.79542278442213,1.65048147661944,4792.01904154195,-0.0017821640046972,0.043283836818999,0.877127650906583,4.65939306772669,30.1254431144828,0.000201638366540181,1.05719202304033
