"sigma_env2/r","mu","sigma_int2","r","beta1","e_sigma_env2/r","e_mu","e_sigma_int2","e_r","e_beta1","MWSS"
0.456624201857801,-47.8959885377795,0.231435816656269,164611294889.3,-1.04324575169772e-11,0.0285452483563555,2.1196602741156,1.75973373711509,4465814491.74867,3.63332027718392e-12,1.19376920525574
0.459622732040964,-46.9065576651121,0.328649025475488,159188205840.364,-1.06960354506695e-11,0.0307014317521923,2.06892282999512,2.13404952839215,4408451226.37115,3.70367119213392e-12,1.19370261990553
0.464745466277717,-45.3435059565492,0.318338387430226,153375777056.538,-1.11283264792364e-11,0.0292518879934503,1.91625462381406,2.30330491603673,4255366690.33316,3.76205265299474e-12,1.19034996194521
0.473201272786831,-43.7813924463153,0.0469474990204143,147848527633.304,-1.15258023767712e-11,0.0297917164760965,2.07414624232713,0.680735870513509,4198567255.30792,3.65809374073957e-12,1.18042910022934
0.474219638676862,-44.9749455709074,0.0654882595203927,150089374435.331,-1.14520099477061e-11,0.0302288667879234,1.96084878221167,0.841629035593422,4148015706.2663,3.43684262539424e-12,1.17526718000437
0.475506038452504,-45.164633798225,0.0528345926629954,148528344810.928,-1.15671607174721e-11,0.0271510959104059,2.10375054081953,0.906826486134639,4141298542.12218,3.68357468178056e-12,1.17419819810204
0.479073297060339,-44.4475591840336,0.044961116595924,145572374928.419,-1.18686690579363e-11,0.0273102741356404,2.01291865627068,0.666826755703529,4066399079.01175,3.61618945617967e-12,1.16822499447115
0.480330875593183,-44.3094609315504,0.117020575727619,142984445293.382,-1.20204725405793e-11,0.0274477325902348,2.06863018470203,1.26464808781763,4008501139.85203,3.61370514675518e-12,1.1684486163271
0.48230125984188,-43.1774869834385,0.111609920328893,137990826622.729,-1.23957186006403e-11,0.025584360498465,1.90515460446752,1.17054770877,3648527493.09148,3.61312603277228e-12,1.16255034719167
0.483079238921216,-43.6011422277693,0.0984880792687831,137570689478.229,-1.23431753262387e-11,0.0271027584595588,1.91015324626782,1.21463125109926,3675595284.16377,3.4685847662856e-12,1.15952491154671
0.484211168484696,-41.7913005791277,0.224813351158517,130407492670.919,-1.29239878428915e-11,0.0276056064102771,1.84303332912029,2.67317369271478,3425518611.44713,3.3971639886743e-12,1.15644505145109
0.486139658428466,-40.5232678830053,0.170586058890831,125326298248.126,-1.33103486652346e-11,0.0273978465060171,1.86017534504345,2.35000431277089,3374174853.72489,3.39463062842312e-12,1.152667742998
0.488367668872006,-39.1568183617563,0.0486554892067169,119959915739.724,-1.37626085114185e-11,0.0276437720951668,1.72734548805964,0.570393935531892,3168118096.86142,3.53411941796536e-12,1.14933496437991
0.490341836418046,-38.5736917781568,0.158866247234832,117043354461.113,-1.39799199180328e-11,0.0283318319101612,1.709837555272,1.42209754280535,2984063021.24008,3.41898888529525e-12,1.14406937006119
0.490305430188522,-37.8233205322161,0.0448498235657308,113389926232.294,-1.433165198199e-11,0.0282305622288917,1.7695701545794,0.454859244340148,3069653250.24933,3.61645669123096e-12,1.14173881586092
0.492566128476129,-36.4487856155766,0.203172878364977,108378583452.7,-1.47969234098444e-11,0.0268205340506794,1.68887792851977,1.58273035683712,2887605787.4618,3.34579563235834e-12,1.14002341534543
0.494070654343864,-35.573473120077,0.117545416643561,104734437078.013,-1.51490445551307e-11,0.0274990717976731,1.63427126972346,0.967132746643103,2759441580.76802,3.48030089141477e-12,1.13742435710218
0.496610554201518,-35.0644901998944,0.231216395533951,102191795377.567,-1.53444727004101e-11,0.0281227952207689,1.62693277577266,1.6752784022812,2655381639.76746,3.43478524580078e-12,1.13346704334019
