"dataset","col_index","shape_est","shape_sd"
"LZ_zoo",3,0.549335738507438,0.0207519875408011
"LZ_zoo",4,0.589195485037628,0.0194033172492853
"LZ_zoo",5,0.339522164673083,0.0095148218444843
"LZ_zoo",6,0.350487161912422,0.00899040682051954
"LZ_zoo",7,0.273208043832293,0.00635878692100017
"LZ_zoo",8,0.225868139511133,0.00484944943801513
"LZ_zoo",9,0.240055158147842,0.0048802774622149
"LZ_zoo",10,0.254854373886193,0.00493678609823117
"LZ_zoo",11,0.230476068199185,0.00422596505870589
"LZ_zoo",12,0.215774065000877,0.00377073566095414
"LZ_zoo",13,0.199239402759214,0.00332754446498003
"LZ_zoo",14,0.187511071831748,0.00300611831979926
"LZ_zoo",15,0.175459235081633,0.00270649699609469
"LZ_zoo",16,0.166327777878791,0.00247635951824851
"LZ_zoo",17,0.158141192743061,0.00227761592879956
"LZ_zoo",18,0.153036381256566,0.00213810281474595
"LZ_zoo",19,0.153082611824884,0.00208173960173112
"LZ_zoo",20,0.149188459936605,0.00197464656047556
"LZ_zoo",21,0.146956253068003,0.00189669129106818
"LZ_zoo",22,0.142512638952444,0.00179414158951558
"LZ_zoo",23,0.141572034931539,0.00174252269321697
"LZ_zoo",24,0.138422186704531,0.00166594694665482
"LZ_zoo",25,0.135707349891229,0.00159866501737815
"LZ_zoo",26,0.13306543588298,0.00153558898537403
"LZ_zoo",27,0.131120612549272,0.00148377848417109
"LZ_zoo",28,0.128991758012275,0.00143223746969381
"LZ_zoo",29,0.12717497644489,0.00138655332452372
"LZ_zoo",30,0.125497531313884,0.0013444111487857
"LZ_zoo",31,0.124001980316362,0.00130604480092693
"LZ_zoo",32,0.122824949852457,0.00127270205647757
"LZ_zoo",33,0.121817929883948,0.00124251606128698
"LZ_zoo",34,0.120738988780654,0.00121276345985909
"LZ_zoo",35,0.11965183258555,0.00118405484673645
"LZ_zoo",36,0.118805366107691,0.00115885645387556
"LZ_zoo",37,0.117923182727774,0.00113421466393557
"LZ_zoo",38,0.117077501515205,0.00111080164485467
"LZ_zoo",39,0.110729834938366,0.00103445674671585
"LZ_zoo",40,0.110100387911347,0.00101538658248349
"LZ_zoo",41,0.10941711000068,0.000996435286684973
"LZ_zoo",42,0.108838268557654,0.000979069892885084
"LZ_zoo",43,0.108240315763741,0.000962075293980252
"LZ_zoo",44,0.107755314499925,0.000946636789473683
"LZ_zoo",45,0.107242376874584,0.000931414678866903
"LZ_zoo",46,0.106820199522818,0.000917455003585916
"LZ_zoo",47,0.106335623460782,0.000903351441271104
"LZ_zoo",48,0.105979704326911,0.000890774235824555
"LZ_zoo",49,0.10558654921959,0.000878230101492767
"LZ_zoo",50,0.105199386267248,0.000866082253636468
"LZ_zoo",51,0.104830584281542,0.000854417515211045
"LZ_zoo",52,0.104561232645957,0.000843897464628655
"LZ_zoo",53,0.104253435237138,0.000833335441478362
"LZ_zoo",54,0.103891879193936,0.000822601583607392
"LZ_zoo",55,0.103618999480322,0.000812859701373586
"LZ_zoo",56,0.103380083049442,0.000803635272860728
"LZ_zoo",57,0.10315142196273,0.000794720213277822
"LZ_zoo",58,0.102889746618015,0.00078575862674416
"LZ_zoo",59,0.102709306363053,0.000777648821214956
"LZ_zoo",60,0.10249999290782,0.000769505235663881
"LZ_zoo",61,0.102277215819596,0.000761445162784188
"LZ_zoo",62,0.102089184442372,0.00075383422066519
"LZ_zoo",63,0.101898498991812,0.000746373655238509
"LZ_zoo",64,0.101755557201599,0.000739438511704008
