"dataset","col_index","shape_est","shape_sd"
"women_gut",3,2.09361553772218,0.222932903054041
"women_gut",4,1.79633775904364,0.164020615103642
"women_gut",5,1.72379302296081,0.140382111219301
"women_gut",6,1.67417538023442,0.124207573218082
"women_gut",7,1.55102574935035,0.105948880806142
"women_gut",8,1.44479603591241,0.0918274612544389
"women_gut",9,1.3690452752138,0.0816947081924785
"women_gut",10,1.37229167213275,0.0777006327854665
"women_gut",11,1.3024219643814,0.0700214217230613
"women_gut",12,1.3175839657747,0.0678838081146805
"women_gut",13,1.32367454001111,0.0655462788313848
"women_gut",14,1.27417617247675,0.0606138635166401
"women_gut",15,1.25048761223008,0.0573820703871022
"women_gut",16,1.23073801324316,0.0546110604485382
"women_gut",17,1.21663377719451,0.0523235498300972
"women_gut",18,1.16177308992325,0.0483697248484693
"women_gut",19,1.1212514520728,0.0453009352123455
"women_gut",20,1.09042655978082,0.0428374760918431
"women_gut",21,1.04802382469213,0.0400414127654153
"women_gut",22,0.9938755427263,0.0369266761471262
"women_gut",23,0.969569109165909,0.0351541809487104
"women_gut",24,0.938716674654555,0.0332224026431633
"women_gut",25,0.918790849870376,0.0317985388061431
"women_gut",26,0.886607224033728,0.0299914266134301
"women_gut",27,0.848334358341241,0.0280466228149096
"women_gut",28,0.810462267714794,0.0262008614664016
"women_gut",29,0.773364410428923,0.024459767777826
"women_gut",30,0.747624949663923,0.023174721324552
"women_gut",31,0.724695381859381,0.0220341176098507
"women_gut",32,0.694575246228852,0.0207027957087132
"women_gut",33,0.66817550116996,0.0195402311823378
"women_gut",34,0.64583450851298,0.0185473616398922
"women_gut",35,0.619068406690686,0.017452885942801
"women_gut",36,0.593931999801175,0.0164455207949219
"women_gut",37,0.570534391697086,0.0155237720623849
"women_gut",38,0.550961872459694,0.0147441648508266
"women_gut",39,0.534488285400527,0.0140786177111714
"women_gut",40,0.514928903504646,0.0133462338639162
"women_gut",41,0.500525251922064,0.0127799538383738
"women_gut",42,0.476362213936688,0.0119624653031778
"women_gut",43,0.463872031809792,0.0114844958119151
"women_gut",44,0.452335184243519,0.0110454193719554
"women_gut",45,0.441598310136352,0.0106394836890303
"women_gut",46,0.432410966936418,0.0102846848076389
"women_gut",47,0.424059504947134,0.00996066402936843
"women_gut",48,0.415375726337105,0.00963664062753914
"women_gut",49,0.408916763166749,0.00937637439918148
"women_gut",50,0.401829117693301,0.00910710028960773
"women_gut",51,0.394638890206445,0.0088418987536016
"women_gut",52,0.388112090852483,0.00859902774895999
"women_gut",53,0.381065147193137,0.00834947085499037
"women_gut",54,0.375012438154736,0.0081290780137211
"women_gut",55,0.366924070246529,0.00786625665758862
"women_gut",56,0.361289689328963,0.00766578915415827
"women_gut",57,0.355502144451226,0.00746620936523304
"women_gut",58,0.351175019637182,0.00730385600776468
"women_gut",59,0.345761690970191,0.00712068632186977
"women_gut",60,0.340689990623708,0.00694886620201615
"women_gut",61,0.33474489414907,0.00676143314814126
"women_gut",62,0.330227240961138,0.00660868816792521
"women_gut",63,0.325126697592418,0.0064464496476584
"women_gut",64,0.320792867256072,0.00630366170114529
"women_gut",65,0.31649318897203,0.0061643272844426
"women_gut",66,0.312611658707669,0.00603634894541296
"women_gut",67,0.308251438651878,0.00590084541982205
"women_gut",68,0.304153180340221,0.00577318897778732
"women_gut",69,0.300079583861168,0.00564833278192819
"women_gut",70,0.296280189352587,0.00553121772593642
"women_gut",71,0.292593265147267,0.0054184000563427
"women_gut",72,0.289148742556171,0.00531233318933991
"women_gut",73,0.285883567491229,0.00521159863743728
"women_gut",74,0.282833631718708,0.00511675520372837
"women_gut",75,0.279826526986495,0.00502431600965898
"women_gut",76,0.277023946911499,0.00493731792087277
"women_gut",77,0.274471939303546,0.00485650306587868
